AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
-1.12,-4.65,14.11,-0.24,0.43,-0.01,1721200934215
1.76,-2.14,18.13,0.19,-0.13,0.23,1721200934225
2.2,6.0,7.82,0.08,0.14,-0.04,1721200934235
0.96,4.08,13.57,-0.14,0.2,-0.5,1721200934245
-3.29,0.54,9.58,0.14,-0.21,-0.38,1721200934255
-4.7,-7.5,3.3,-0.15,0.11,0.04,1721200934265
-2.85,-0.57,17.32,-0.07,0.2,0.27,1721200934275
2.45,5.98,10.77,0.28,-0.05,0.26,1721200934285
4.92,1.32,7.15,-0.09,0.05,0.05,1721200934295
0.67,-0.96,8.79,-0.14,0.01,-0.37,1721200934305
-1.53,-3.12,9.88,-0.08,0.09,-0.42,1721200934315
-4.22,-2.14,13.35,0.04,0.13,-0.17,1721200934325
-2.7,6.41,9.86,0.14,0.1,0.13,1721200934335
1.84,6.73,9.23,0.14,0.08,0.14,1721200934345
3.99,-1.3,12.19,-0.1,0.05,-0.11,1721200934355
0.03,2.33,17.87,0.12,-0.12,-0.23,1721200934365
-4.0,6.53,2.84,0.15,-0.03,-0.04,1721200934375
-2.95,0.03,7.26,-0.22,0.14,0.03,1721200934385
-1.47,-5.45,10.34,0.02,-0.12,0.01,1721200934395
0.53,-1.15,13.31,0.02,0.19,0.05,1721200934405
2.89,7.98,11.4,0.18,0.12,-0.04,1721200934415
1.74,1.97,5.74,-0.08,0.0,-0.24,1721200934425
-2.64,-0.28,10.29,-0.04,-0.04,-0.22,1721200934435
-3.68,-0.87,9.28,0.09,0.13,-0.03,1721200934445
-2.44,2.17,12.05,-0.0,0.1,0.1,1721200934455
1.15,2.06,11.16,0.08,-0.01,0.24,1721200934465
1.8,3.34,12.48,-0.15,0.2,-0.01,1721200934475
2.3,2.49,14.1,0.1,-0.0,-0.1,1721200934485
-0.88,0.21,10.73,-0.1,0.16,-0.18,1721200934495
-2.51,-2.88,9.9,-0.08,-0.05,0.01,1721200934505
-3.54,0.02,9.03,0.03,-0.1,0.26,1721200934515
0.99,-0.31,4.7,0.03,-0.01,0.36,1721200934525
3.51,1.23,7.04,0.01,-0.02,-0.02,1721200934535
3.4,3.01,18.47,0.0,0.33,-0.39,1721200934545
-0.92,1.16,10.89,-0.03,-0.1,-0.26,1721200934555
-4.91,0.15,10.46,-0.04,0.01,0.12,1721200934565
-2.25,3.13,6.49,0.03,0.08,0.21,1721200934575
2.71,-0.19,10.69,-0.11,-0.03,0.3,1721200934585
0.92,2.11,8.74,0.11,-0.35,0.29,1721200934595
1.02,-0.62,1.45,-0.08,0.05,0.02,1721200934605
0.29,-1.66,17.5,-0.22,0.1,-0.14,1721200934615
1.03,0.11,17.49,0.1,0.0,0.02,1721200934625
0.55,4.08,13.16,0.12,0.05,0.02,1721200934635
0.71,1.83,5.01,0.02,-0.11,0.01,1721200934645
-1.34,3.23,13.81,-0.03,0.05,-0.15,1721200934655
-1.98,-0.82,2.94,0.13,-0.28,-0.01,1721200934665
-4.2,1.23,12.26,-0.11,-0.03,-0.02,1721200934675
-0.3,0.85,9.74,0.26,-0.08,0.13,1721200934685
2.54,-4.43,5.3,-0.27,0.24,0.01,1721200934695
-0.19,4.4,17.79,0.12,-0.3,-0.02,1721200934705
1.2,7.51,8.96,0.21,0.1,0.08,1721200934715
4.16,1.04,11.22,-0.08,0.1,-0.01,1721200934725
1.36,2.04,15.74,0.11,-0.16,-0.14,1721200934735
-1.64,0.69,-0.43,0.07,-0.22,-0.2,1721200934745
-3.27,-0.26,9.36,-0.2,-0.03,-0.19,1721200934755
-2.69,4.07,12.73,0.21,-0.03,0.02,1721200934765
2.36,-0.33,6.45,-0.05,0.08,0.04,1721200934775
2.31,-1.98,9.52,-0.11,-0.13,-0.13,1721200934785
0.2,3.28,12.39,0.01,0.01,-0.46,1721200934795
-2.44,7.26,11.12,0.13,0.04,-0.42,1721200934805
-5.71,-3.24,3.87,-0.18,-0.1,-0.15,1721200934815
-4.0,-4.37,12.93,-0.08,0.09,0.17,1721200934825
3.63,-4.3,9.62,-0.02,0.07,0.07,1721200934835
2.93,4.17,12.67,0.05,0.02,-0.39,1721200934845
-0.68,12.7,9.91,0.3,0.08,-0.61,1721200934855
-0.14,-5.41,6.34,-0.25,0.01,-0.2,1721200934865
-2.56,-4.51,18.29,-0.2,-0.05,-0.01,1721200934875
-0.24,-1.58,5.74,0.04,-0.02,-0.2,1721200934885
-3.24,7.9,8.11,-0.02,0.22,-0.52,1721200934895
-2.43,1.31,6.37,0.0,0.11,-0.37,1721200934905
-0.61,-5.68,12.56,-0.18,0.17,0.07,1721200934915
1.39,-0.57,15.31,-0.03,0.06,0.05,1721200934925
1.99,8.38,12.14,0.07,0.07,-0.3,1721200934935
1.55,1.71,3.41,-0.08,-0.01,-0.56,1721200934945
-6.1,0.57,10.81,-0.03,-0.04,-0.51,1721200934955
-4.17,-1.37,8.91,0.04,0.18,-0.05,1721200934965
-0.83,-0.71,13.44,-0.06,0.11,0.04,1721200934975
-1.71,1.31,6.15,-0.03,0.0,-0.2,1721200934985
-3.06,3.84,3.08,-0.09,0.15,-0.37,1721200934995
-1.88,-2.04,14.65,-0.25,0.28,-0.18,1721200935005
-2.12,-0.46,11.52,0.13,-0.03,0.17,1721200935015
2.65,0.15,8.1,-0.19,0.4,0.2,1721200935025
1.87,12.41,19.36,0.04,-0.01,-0.15,1721200935035
1.27,2.97,7.62,-0.01,-0.05,-0.21,1721200935045
-3.88,-1.06,8.19,-0.08,0.05,-0.24,1721200935055
-2.78,8.04,10.95,0.21,0.15,0.04,1721200935065
-3.34,-2.19,3.42,-0.17,-0.18,0.28,1721200935075
7.01,-2.56,18.7,-0.07,0.47,0.61,1721200935085
9.46,3.14,4.42,0.12,-0.02,-0.36,1721200935095
0.17,1.72,12.86,-0.3,0.17,-0.83,1721200935105
-12.91,6.67,14.05,0.28,-0.08,-0.89,1721200935115
-16.19,-5.17,8.35,-0.1,0.27,-0.07,1721200935125
-8.74,-5.42,12.1,0.17,-0.07,1.36,1721200935135
5.45,1.64,3.69,0.15,0.14,1.57,1721200935145
14.28,1.91,13.56,-0.02,0.17,0.72,1721200935155
12.03,1.22,9.15,0.07,-0.38,-0.24,1721200935165
5.6,-1.66,9.76,-0.08,0.09,-1.11,1721200935175
-5.01,-7.24,8.93,-0.18,-0.41,-1.04,1721200935185
-18.96,1.69,13.32,0.13,-0.18,-0.05,1721200935195
-6.67,1.03,11.6,0.22,0.47,0.93,1721200935205
4.52,-0.76,8.91,0.17,0.02,0.88,1721200935215
5.51,-2.29,7.62,-0.16,-0.26,0.29,1721200935225
3.12,2.12,14.42,-0.01,-0.1,-0.41,1721200935235
-0.81,4.0,12.79,0.22,-0.09,-0.37,1721200935245
-3.44,-12.0,-0.63,-0.02,-0.23,0.25,1721200935255
-2.18,-3.19,17.42,-0.03,-0.13,0.31,1721200935265
3.38,10.48,11.43,0.33,-0.13,0.35,1721200935275
6.75,-0.22,8.12,-0.03,0.3,-0.15,1721200935285
-1.56,-8.02,11.78,-0.11,-0.41,-0.34,1721200935295
-7.58,7.15,6.12,0.05,-0.22,0.02,1721200935305
-1.36,5.68,13.36,0.05,0.34,0.21,1721200935315
3.83,-1.83,11.35,0.21,-0.07,0.44,1721200935325
5.32,1.43,6.08,0.08,0.0,0.08,1721200935335
4.64,0.22,18.85,-0.04,0.07,-0.45,1721200935345
-3.64,4.02,8.89,0.23,-0.3,-0.32,1721200935355
-5.34,-0.86,1.02,-0.12,0.02,0.05,1721200935365
-1.38,-4.46,10.3,-0.09,-0.17,0.28,1721200935375
3.29,-0.93,8.62,-0.08,-0.02,0.24,1721200935385
4.1,0.31,10.17,-0.2,0.07,-0.22,1721200935395
-0.99,8.41,16.97,0.22,0.01,-0.4,1721200935405
-1.27,2.6,6.0,0.14,0.15,-0.17,1721200935415
-1.86,-7.53,5.28,-0.18,-0.11,0.31,1721200935425
-1.29,6.42,15.47,0.18,-0.08,0.1,1721200935435
4.1,-0.98,7.31,-0.07,0.13,-0.15,1721200935445
-1.48,-6.69,9.2,-0.02,-0.3,-0.06,1721200935455
-1.46,-3.47,7.97,-0.03,0.22,-0.19,1721200935465
-1.58,9.16,16.44,0.19,0.02,-0.11,1721200935475
0.39,8.37,10.01,0.05,0.06,0.11,1721200935485
1.64,-3.87,3.64,-0.07,-0.04,-0.02,1721200935495
2.4,-4.33,15.61,-0.15,0.35,-0.19,1721200935505
1.4,0.45,12.58,-0.14,-0.0,-0.34,1721200935515
-4.29,4.41,10.26,0.08,-0.19,-0.36,1721200935525
-1.1,6.03,11.69,0.22,0.39,0.06,1721200935535
2.46,-2.46,10.22,-0.18,0.13,0.14,1721200935545
-1.71,3.67,18.9,-0.08,-0.09,-0.3,1721200935555
1.45,1.63,0.04,-0.08,-0.0,-0.27,1721200935565
0.74,2.51,18.06,-0.07,0.27,-0.4,1721200935575
-1.94,2.2,3.24,0.32,-0.23,-0.25,1721200935585
-2.83,-6.28,1.15,-0.29,0.14,-0.04,1721200935595
-0.89,4.77,18.37,0.16,0.18,-0.2,1721200935605
3.42,4.45,5.8,0.01,0.23,-0.29,1721200935615
-3.79,-4.03,11.85,-0.19,-0.2,-0.4,1721200935625
-6.17,-1.98,9.47,0.08,0.05,-0.14,1721200935635
-1.54,-2.0,6.76,-0.08,0.24,0.1,1721200935645
14.27,7.55,3.25,0.49,0.4,0.27,1721397176670
10.32,2.34,5.89,-0.08,0.47,-0.21,1721397176675
12.35,-1.54,32.06,-0.71,-0.4,-0.86,1721397176685
-11.37,5.88,37.55,-0.06,-1.02,-0.88,1721397176695
-5.82,-11.34,2.01,0.31,-0.35,-0.38,1721397176704
-11.74,18.05,-1.71,-0.2,0.36,0.41,1721397176714
-0.01,6.42,-2.9,0.17,0.37,1.01,1721397176724
0.69,-3.72,19.08,-0.38,0.5,0.28,1721397176734
1.71,-12.66,24.2,-0.12,-0.36,-0.19,1721397176743
-0.07,-10.58,8.54,-0.42,0.23,-0.75,1721397176753
-7.94,-1.27,10.85,-0.2,-0.31,-0.38,1721397176762
-5.19,14.44,9.39,0.21,0.32,0.09,1721397176772
-5.62,-10.37,9.06,-0.45,-0.03,0.32,1721397176782
3.18,0.98,28.23,-0.12,0.26,0.13,1721397176792
8.51,7.39,9.9,-0.06,0.16,0.36,1721397176802
2.77,-9.04,5.51,-0.63,0.16,0.16,1721397176812
-3.56,-12.25,8.26,0.04,-0.11,-0.19,1721397176822
-4.43,-12.39,-0.74,0.35,0.03,-0.11,1721397176832
-3.91,2.36,9.76,0.46,-0.1,0.29,1721397176842
5.52,17.03,24.38,0.01,0.32,0.7,1721397176852
-0.23,28.31,18.15,-0.31,-0.52,0.66,1721397176862
7.18,-3.6,3.34,-0.34,0.4,-0.01,1721397176872
-3.07,-26.59,-6.74,-0.41,-0.35,-0.33,1721397176882
-6.04,-10.78,18.59,0.2,0.03,-0.14,1721397176892
-7.97,-10.96,6.44,0.53,-0.61,0.63,1721397176902
3.12,-5.97,20.4,0.38,0.68,0.79,1721397176911
3.86,34.46,13.77,0.96,-0.8,1.0,1721397176921
13.6,26.93,0.84,-0.05,0.66,0.72,1721397176931
8.89,-11.02,10.41,-1.17,0.06,-0.54,1721397176941
-8.29,-39.59,26.43,-0.39,-1.06,-1.66,1721397176951
-15.0,-6.89,16.92,0.43,-0.48,0.19,1721397176961
-10.63,-9.42,5.78,0.53,0.3,1.33,1721397176971
1.89,7.97,-1.39,1.26,-0.2,1.42,1721397176981
13.8,35.51,10.37,0.47,0.43,0.74,1721397176991
8.69,47.08,12.5,-0.17,-0.28,0.12,1721397177001
8.81,-41.16,0.83,-1.03,-0.03,-0.69,1721397177011
-2.17,-28.89,32.28,-0.67,0.39,-1.24,1721397177021
-11.15,7.68,6.15,0.69,-0.86,-0.2,1721397177031
-5.98,-5.13,2.72,-0.12,0.61,0.32,1721397177041
2.1,44.28,6.29,0.87,-0.43,0.91,1721397177051
2.51,17.91,-22.69,-0.29,0.71,0.93,1721397177061
15.14,-14.12,10.59,-1.61,0.88,-0.05,1721397177071
2.81,-30.05,54.21,-0.83,-0.15,-1.67,1721397177081
-14.05,7.47,25.19,0.37,-1.08,-1.44,1721397177091
-18.32,-4.23,-4.92,0.27,-0.16,0.23,1721397177101
-11.13,6.43,-2.63,0.7,-0.35,1.9,1721397177111
9.65,-5.45,2.0,0.61,0.37,1.65,1721397177121
17.14,30.66,19.87,0.37,0.25,0.59,1721397177131
11.57,2.52,10.27,-0.76,-0.28,-0.64,1721397177141
5.35,-7.6,18.76,-1.06,0.19,-1.74,1721397177151
-5.84,-17.72,13.07,-0.42,-0.72,-1.17,1721397177161
-14.86,-2.71,3.58,0.27,-0.17,0.06,1721397177171
-4.04,6.01,-5.02,1.09,-0.18,1.08,1721397177181
4.41,-1.09,3.03,0.14,0.57,1.23,1721397177191
11.62,21.13,25.59,-0.25,0.7,0.21,1721397177201
6.38,-34.37,16.67,-1.37,-0.59,-1.11,1721397177211
-6.11,-3.51,35.93,-1.0,0.01,-2.37,1721397177221
-16.92,-8.1,13.76,0.39,-0.92,-1.07,1721397177231
-20.36,-14.28,-9.68,-0.01,0.19,0.93,1721397177241
5.09,7.22,21.51,0.14,0.69,1.74,1721397177251
12.21,27.83,12.0,0.83,0.24,1.47,1721397177261
14.13,-21.63,13.18,-0.51,-0.5,-0.17,1721397177271
4.95,1.37,19.78,-0.28,0.14,-1.81,1721397177281
-1.91,-16.16,7.85,0.21,-0.55,-1.44,1721397177291
-15.14,-5.16,-2.32,0.53,0.18,-0.39,1721397177301
-7.56,4.32,4.04,0.88,0.03,0.72,1721397177311
2.75,9.06,4.09,0.48,0.28,1.12,1721397177321
6.64,0.17,5.71,-0.14,0.73,0.32,1721397177331
9.88,-23.61,19.6,-0.97,0.04,-1.05,1721397177341
-6.73,25.31,24.56,-0.0,-0.44,-1.83,1721397177351
-9.77,1.94,2.92,0.49,0.12,-0.78,1721397177361
-12.14,-2.25,4.53,0.16,-0.16,0.85,1721397177371
0.54,-3.71,4.68,0.37,0.52,1.02,1721397177381
10.97,5.5,6.94,-0.03,0.21,0.04,1721397177391
6.35,-3.49,8.79,-0.25,-0.02,-1.07,1721397177401
-1.62,-14.42,14.54,-0.29,-0.03,-1.51,1721397177411
-12.71,5.73,15.41,0.02,-0.21,-0.9,1721397177421
-10.79,12.23,13.97,0.19,0.22,0.13,1721397177431
-4.9,-8.88,9.27,-0.02,-0.18,0.86,1721397177441
8.13,1.6,12.38,0.19,0.51,0.74,1721397177451
10.43,1.19,5.73,0.1,-0.16,-0.01,1721397177461
7.56,13.88,7.81,-0.11,0.4,-0.99,1721397177471
-2.01,0.04,6.95,-0.22,-0.44,-1.15,1721397177481
-12.07,-26.77,9.47,-0.8,0.04,-0.83,1721397177491
-12.37,4.3,28.79,0.02,0.1,0.03,1721397177501
-7.74,-7.94,-3.95,0.6,-0.2,0.94,1721397177511
2.1,3.98,14.03,0.37,0.65,1.06,1721397177521
9.42,35.88,12.34,0.64,0.09,0.5,1721397177531
7.56,1.25,9.28,-0.62,-0.73,-0.31,1721397177541
-1.31,-16.21,7.73,-1.02,0.05,-1.14,1721397177551
-9.23,-23.47,15.7,-0.63,0.02,-0.87,1721397177561
-15.88,7.23,16.8,0.52,-0.43,0.56,1721397177571
-4.35,-10.09,-6.67,0.89,0.33,1.86,1721397177581
13.03,2.86,9.59,0.69,0.62,1.74,1721397177591
23.37,27.61,10.53,0.32,0.46,0.56,1721397177601
17.45,11.87,20.39,-0.82,-0.32,-0.94,1721397177611
-4.69,-3.17,9.6,-0.39,-0.96,-1.75,1721397177621
-18.21,-31.22,-3.28,-0.96,0.07,-1.3,1721397177631
-25.07,0.05,30.53,0.11,-0.56,0.68,1721397177641
-7.79,-8.62,-0.3,0.82,0.25,2.43,1721397177651
11.43,-2.95,3.42,0.54,0.37,2.54,1721397177661
15.16,5.57,4.83,0.65,0.03,1.06,1721397177671
25.2,23.13,16.82,-0.15,0.15,-0.96,1721397177681
-1.33,-11.64,20.47,-0.85,-1.62,-1.9,1721397177691
-16.94,-10.63,32.93,0.11,-0.26,-2.05,1721397177701
-21.95,-3.03,-1.62,0.77,-0.79,-0.26,1721397177711
-16.35,-2.8,-4.45,0.17,0.41,1.68,1721397177721
0.23,14.89,-8.95,0.96,0.06,2.58,1721397177731
20.18,2.21,-6.16,-0.46,0.35,1.75,1721397177741
30.51,2.54,37.0,-0.87,0.72,-0.4,1721397177751
14.68,-11.25,49.86,0.12,-0.96,-1.89,1721397177761
-12.79,-10.05,2.34,0.77,-1.06,-1.95,1721397177771
-18.05,6.24,-5.14,0.52,0.13,-0.21,1721397177781
-12.88,-0.22,-12.24,0.9,-0.34,1.84,1721397177791
6.9,16.31,-11.86,0.23,0.69,1.94,1721397177801
22.74,3.09,24.22,-0.43,0.34,0.31,1721397177811
-0.86,-18.43,47.04,-0.61,-1.57,-1.42,1721397177821
-5.31,-12.3,40.34,0.41,0.02,-2.48,1721397177831
-20.73,-12.85,-8.13,0.79,-1.26,-0.63,1721397177841
-18.74,4.93,14.81,-0.03,0.95,1.24,1721397177851
4.53,26.65,-1.34,1.3,0.04,2.06,1721397177861
21.35,-18.1,-9.92,-1.15,0.6,0.86,1721397177871
12.22,6.93,29.41,-0.12,0.25,-1.23,1721397177881
13.45,-42.67,1.41,-0.86,-0.7,-1.64,1721397177891
-23.6,4.08,43.77,0.0,-0.01,-1.51,1721397177901
-1.87,14.61,7.57,1.35,0.05,-0.06,1721397177911
-8.65,-4.34,-24.26,-0.78,-0.57,1.27,1721397177921
5.26,-16.12,2.49,-0.11,0.94,0.73,1721397177931
13.14,9.33,15.87,0.05,-0.43,-0.15,1721397177941
-7.5,9.08,11.53,-0.31,-0.08,-0.57,1721397177951
-4.71,-5.37,43.03,-0.12,0.39,-0.49,1721397177961
1.13,-5.22,16.89,0.65,-0.56,0.48,1721397177971
-1.19,27.15,4.67,0.35,0.19,0.64,1721397177981
7.78,27.12,-29.07,-0.62,-0.28,0.59,1721397177991
4.55,-4.81,11.8,-0.86,0.26,-0.6,1721397178001
4.15,-42.77,2.52,-0.15,-1.55,-0.78,1721397178011
-7.33,-19.86,43.13,0.14,0.91,-0.85,1721397178021
-5.93,-4.51,22.37,0.98,-1.13,0.22,1721397178031
-12.67,15.19,2.23,0.4,0.36,0.34,1721397178041
6.56,25.4,9.66,0.47,0.23,1.01,1721397178051
11.36,1.04,-9.08,-0.58,-0.23,1.31,1721397178061
17.48,-1.72,8.73,-0.42,0.96,-0.29,1721397178071
10.96,-26.91,0.3,-0.95,-0.77,-1.38,1721397178081
-14.54,0.46,14.9,-0.24,-0.07,-1.3,1721397178091
-8.93,14.24,6.56,0.57,0.06,-0.53,1721397178101
-11.55,-19.57,4.57,-0.86,-0.32,0.44,1721397178111
-7.39,6.68,34.17,0.42,-0.5,0.8,1721397178121
16.26,10.6,11.9,0.99,0.79,0.79,1721397178131
11.39,17.95,-30.84,0.43,-0.54,0.3,1721397178141
14.92,-10.92,2.27,-1.06,1.5,-1.07,1721397178151
-11.06,-32.46,31.21,0.01,-2.1,-1.68,1721397178161
-14.45,8.97,31.27,0.61,0.42,-1.31,1721397178171
-10.63,66.54,-6.78,-0.44,0.14,0.51,1721397178181
3.08,-37.86,4.87,-1.59,0.89,0.9,1721397178191
14.41,-3.89,48.49,0.73,0.76,-0.22,1721397178201
6.85,3.23,-26.85,1.11,-0.64,-1.76,1721397178211
-10.56,22.91,-18.33,-0.17,1.09,-2.32,1721397178221
-22.91,25.86,-2.32,-0.2,-1.27,-1.22,1721397178231
-33.48,8.98,7.81,-0.33,0.44,0.59,1721397178241
5.85,-13.52,24.11,0.09,0.85,1.79,1721397178251
13.95,-29.92,-14.29,-0.11,0.38,0.88,1721397178261
17.0,10.63,19.62,-0.44,1.43,-2.03,1721397178271
4.41,-8.3,49.17,-0.38,-1.24,-3.59,1721397178281
-17.59,25.52,35.49,1.09,-0.17,-1.51,1721397178291
-14.84,30.69,-5.14,0.54,0.24,1.64,1721397178301
3.83,-13.68,-22.94,-0.31,1.14,2.01,1721397178311
22.51,-40.67,-18.08,-0.63,0.31,-0.01,1721397178321
19.23,-1.91,6.44,-0.57,0.28,-1.82,1721397178331
-3.51,12.85,8.62,-0.33,-0.19,-2.64,1721397178341
-20.05,9.24,16.76,-0.42,0.69,-3.08,1721397178351
-27.98,13.78,21.74,-0.21,-0.49,-0.67,1721397178361
-23.75,-18.53,13.42,-0.95,0.69,1.31,1721397178371
5.71,3.54,41.95,0.06,1.36,1.44,1721397178381
8.32,24.53,0.65,0.51,-0.36,0.7,1721397178391
7.0,-14.59,-32.17,-0.63,-0.33,-0.58,1721397178401
6.23,-6.43,10.45,-0.68,0.95,-0.91,1721397178411
-2.63,-21.03,15.55,-0.97,-0.53,-0.91,1721397178421
-9.11,33.28,38.7,0.23,0.59,-0.82,1721397178431
-12.03,3.96,3.86,0.28,-0.51,0.11,1721397178441
-8.59,32.02,0.55,-0.12,0.97,0.79,1721397178451
-8.5,-13.53,-17.14,-0.54,-0.58,0.8,1721397178461
2.33,-14.7,10.54,-0.49,1.1,0.41,1721397178471
5.47,14.07,22.03,1.09,-0.43,0.84,1721397178481
6.75,-13.92,1.05,0.48,0.84,0.35,1721397178491
4.64,16.35,14.82,0.24,0.4,-0.3,1721397178501
-1.04,2.26,8.69,-0.07,-0.17,-0.77,1721397178511
-6.56,-4.19,17.0,-0.64,0.44,-0.51,1721397178521
-9.29,5.5,21.28,0.29,-0.38,0.59,1721397178531
-4.79,-7.31,-8.1,0.42,0.41,1.5,1721397178541
7.31,-9.89,3.8,-0.1,0.46,1.2,1721397178551
10.11,12.98,14.33,0.21,0.26,0.37,1721397178561
10.25,-16.75,10.74,-0.59,0.09,-0.2,1721397178571
-2.76,16.22,32.91,-0.09,-0.31,-0.89,1721397178581
-8.28,10.84,4.4,0.43,-0.4,-0.19,1721397178591
-5.38,3.9,-14.97,-0.09,-0.01,0.59,1721397178601
-4.53,7.91,11.34,-0.13,0.32,1.26,1721397178611
6.48,9.97,4.47,0.35,0.44,0.99,1721397178621
8.84,-26.81,3.72,-0.12,-0.07,0.17,1721397178631
7.68,7.77,37.72,0.07,0.39,-0.72,1721397178641
-2.26,8.88,4.81,0.91,-0.75,-0.05,1721397178651
-1.96,2.58,-7.22,0.3,0.75,0.37,1721397178661
10.68,28.17,12.39,-0.03,0.26,0.2,1721397178676
8.3,22.8,17.88,-0.32,1.1,0.09,1721397178680
7.36,-23.13,12.88,-0.8,-1.01,-0.11,1721397178690
-5.67,-14.38,36.66,-0.31,0.61,-0.9,1721397178700
-17.5,-6.6,-0.27,0.71,-1.23,-0.17,1721397178710
-17.75,3.47,-8.57,-0.3,0.77,1.11,1721397178720
2.05,20.27,12.26,0.04,0.33,1.66,1721397178730
11.49,-25.78,4.09,-0.26,-0.45,1.41,1721397178740
16.07,-20.13,42.94,-0.4,0.36,-0.34,1721397178750
-1.22,-6.99,14.56,0.52,-1.06,-0.89,1721397178760
-9.35,19.95,-15.75,0.21,-0.04,-0.46,1721397178770
-7.72,-1.13,-34.75,0.11,-0.69,1.37,1721397178780
8.08,-27.1,-18.73,-0.98,1.04,2.38,1721397178790
2.41,-61.33,78.45,-1.04,0.72,-1.2,1721397178800
11.73,39.39,78.45,1.43,0.19,-3.23,1721397178810
-18.79,-59.0,-30.57,3.05,-4.37,1.19,1721397178820
-26.22,23.29,-78.45,-1.55,2.55,3.91,1721397178830
14.87,-13.76,-28.07,-0.2,1.01,3.22,1721397178840
7.11,-38.06,25.62,-0.9,2.25,-0.53,1721397178850
6.78,24.72,22.84,0.07,-2.63,-1.55,1721397178860
9.28,-1.84,31.47,0.86,-1.71,-1.46,1721397178870
-15.26,21.28,21.94,0.04,-0.38,0.13,1721397178880
-15.5,5.97,9.44,-0.72,-0.28,1.27,1721397178890
3.75,-20.46,14.27,-0.2,0.44,1.88,1721397178900
10.98,-5.33,-0.34,0.33,0.1,0.94,1721397178910
13.29,-3.3,-5.71,0.18,-0.51,-0.39,1721397178920
-1.36,4.6,4.79,-0.1,-0.07,-0.86,1721397178930
-1.97,-14.01,20.58,0.23,-0.96,-0.46,1721397178940
-6.29,46.01,20.6,0.75,0.03,0.5,1721397178950
4.21,34.5,10.52,0.57,-0.4,1.19,1721397178960
8.89,-54.34,-13.93,-1.43,0.06,0.68,1721397178970
22.27,-20.87,27.89,-0.45,0.51,-1.11,1721397178980
-1.32,3.75,13.06,-0.04,0.31,-1.57,1721397178990
-5.98,-10.3,17.98,0.15,-0.98,-1.05,1721397179000
-26.65,-4.53,6.54,0.75,-0.37,0.22,1721397179010
-4.5,40.45,13.24,0.55,0.3,1.87,1721397179020
7.91,17.04,-1.1,0.04,0.23,2.21,1721397179030
25.63,-16.26,-1.3,-0.24,-0.01,0.57,1721397179040
1.09,-16.34,-3.6,-0.22,-0.3,-1.95,1721397179050
0.59,11.46,-6.09,0.22,-0.76,-2.26,1721397179060
-8.88,-1.07,3.42,-0.75,-0.09,-1.54,1721397179070
-16.57,3.52,32.05,-0.27,-0.06,-0.37,1721397179080
-9.5,-21.1,17.89,-0.03,-0.33,0.63,1721397179090
2.21,-22.07,19.16,-0.17,0.76,0.61,1721397179100
6.21,25.93,9.93,0.55,-0.09,-0.19,1721397179110
2.25,20.31,-19.57,0.58,-0.59,-0.24,1721397179120
5.3,-14.8,-6.62,-0.6,0.7,-0.78,1721397179130
-2.43,-29.33,44.26,-1.32,-0.39,-1.37,1721397179140
-2.83,7.88,55.1,-0.25,-0.56,-1.23,1721397179150
-11.97,1.11,-13.2,0.27,-0.34,-0.17,1721397179160
-2.74,15.8,-8.26,-0.34,0.86,0.8,1721397179170
2.56,-3.63,1.57,0.52,0.27,0.58,1721397179180
11.34,3.42,9.91,-0.02,0.45,-0.7,1721397179190
0.51,0.36,21.65,-0.45,-0.28,-1.77,1721397179200
-8.94,-5.74,16.69,0.08,-0.53,-1.66,1721397179210
-14.88,-12.47,6.48,0.23,0.22,-0.26,1721397179220
-4.39,26.59,10.48,1.09,0.28,0.9,1721397179230
0.94,34.96,-4.78,0.85,0.33,0.92,1721397179240
13.1,-5.06,-3.64,-0.65,0.04,-0.23,1721397179250
-1.72,-61.53,40.31,-1.25,-0.16,-2.13,1721397179260
-2.56,48.55,15.98,0.45,-0.15,-1.66,1721397179270
-16.98,-34.22,1.26,0.58,-1.03,0.08,1721397179280
-4.45,4.71,-6.29,0.97,1.07,1.08,1721397179290
7.94,14.14,1.5,0.43,0.36,1.22,1721397179300
12.14,-6.54,27.01,-0.39,0.12,0.35,1721397179310
13.87,-12.99,26.34,-0.49,0.08,-0.72,1721397179320
-2.76,15.28,-1.5,-0.16,-0.39,-1.29,1721397179330
-11.65,-7.75,-1.6,0.34,0.18,-1.13,1721397179340
-14.73,2.3,1.41,0.55,0.03,0.27,1721397179350
-4.22,11.14,5.02,0.24,0.38,1.29,1721397179360
6.49,-33.3,22.31,-0.83,0.19,0.77,1721397179370
10.37,27.91,27.91,-0.16,0.18,-0.38,1721397179380
2.25,7.07,4.56,0.01,-0.92,-0.22,1721397179390
-2.71,-19.88,-7.65,0.19,0.4,-0.28,1721397179400
-0.87,1.55,13.86,-0.22,0.1,-0.14,1721397179410
-2.65,5.53,8.32,0.19,-0.0,0.51,1721397179420
6.08,-18.01,18.23,-0.11,0.11,0.37,1721397179430
-0.17,3.31,16.04,-0.2,0.21,-0.54,1721397179440
-7.79,0.29,12.64,-0.04,-0.26,-0.66,1721397179450
-7.33,1.25,16.7,-0.25,0.1,-0.28,1721397179460
-1.5,3.68,15.3,0.18,0.06,0.77,1721397179470
4.63,-5.07,-0.32,0.42,0.06,0.89,1721397179480
10.38,9.23,7.15,0.27,0.53,0.05,1721397179490
