AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Time
0.81,-4.64,7.0,0.02,0.25,-0.03,1721743313648
-1.68,1.17,11.7,0.23,0.02,-0.05,1721743313658
-0.88,4.98,11.8,0.27,0.2,-0.03,1721743313668
-1.3,1.14,11.55,0.12,0.01,0.02,1721743313678
-3.01,3.5,9.07,0.18,0.02,0.06,1721743313688
0.3,2.55,5.9,0.13,0.09,0.15,1721743313698
1.87,-2.72,10.43,-0.02,0.16,0.06,1721743313708
0.41,-1.45,8.91,0.18,-0.05,-0.09,1721743313718
-1.47,-3.13,7.49,0.06,0.12,-0.13,1721743313728
-3.45,-0.71,13.42,0.0,0.1,0.02,1721743313738
-1.54,2.72,17.74,0.03,0.17,0.15,1721743313748
-0.53,6.32,14.43,0.05,-0.07,0.16,1721743313758
-0.27,0.31,6.93,0.0,-0.01,0.06,1721743313768
0.42,-4.22,6.49,0.04,0.02,0.04,1721743313778
-0.37,-4.2,7.96,0.03,-0.07,0.09,1721743313788
-2.18,4.74,10.09,0.16,0.08,0.09,1721743313798
0.19,-0.11,7.99,0.05,0.02,0.11,1721743313808
-1.72,1.09,11.57,-0.01,-0.08,0.09,1721743313818
0.24,-0.9,7.69,0.0,0.0,0.13,1721743313828
0.72,-2.1,7.55,-0.08,-0.02,0.13,1721743313838
0.38,2.31,10.25,-0.01,0.0,0.03,1721743313848
-0.48,3.17,11.03,0.03,-0.11,-0.02,1721743313858
-1.22,-0.17,9.19,-0.05,-0.1,0.11,1721743313868
0.4,-3.41,16.29,-0.27,0.13,0.14,1721743313878
0.17,5.77,20.34,-0.04,-0.11,0.13,1721743313888
1.91,4.34,9.06,-0.04,-0.15,0.06,1721743313898
1.64,0.25,9.29,-0.09,-0.06,-0.02,1721743313908
0.58,0.64,11.18,0.07,-0.02,-0.09,1721743313918
-1.37,1.33,6.43,0.1,-0.16,-0.01,1721743313928
-3.02,0.42,9.99,0.02,0.02,0.04,1721743313938
-2.48,1.85,14.87,0.08,-0.03,0.19,1721743313948
-1.19,5.64,10.17,0.22,-0.11,0.24,1721743313958
1.35,-1.79,5.9,-0.01,-0.07,0.09,1721743313968
-1.16,3.13,13.78,0.04,-0.12,0.05,1721743313978
1.29,0.96,8.81,0.15,-0.14,0.1,1721743313988
0.51,-1.19,8.14,0.08,-0.08,0.08,1721743313998
-1.33,0.93,10.26,0.11,-0.1,-0.02,1721743314008
-2.29,4.64,8.66,0.06,-0.09,-0.01,1721743314018
-1.49,3.62,7.41,-0.03,-0.08,0.08,1721743314028
-0.17,-4.7,6.31,-0.26,-0.13,0.17,1721743314038
-0.33,-4.58,15.06,-0.24,0.02,0.06,1721743314048
-0.27,-2.08,13.39,0.02,-0.3,0.01,1721743314058
0.33,-3.92,6.8,-0.11,-0.15,-0.01,1721743314068
-0.58,-0.49,15.73,-0.13,-0.0,0.06,1721743314078
0.28,1.46,12.59,0.07,-0.23,0.08,1721743314088
0.19,3.0,3.11,0.06,-0.2,-0.03,1721743314098
1.64,-2.09,5.58,-0.17,0.02,-0.14,1721743314108
-1.59,0.03,13.92,-0.08,-0.22,-0.09,1721743314118
-1.19,2.47,11.91,-0.01,-0.04,-0.08,1721743314128
-1.67,1.02,8.91,-0.13,-0.25,-0.0,1721743314137
0.11,-2.04,8.14,-0.23,-0.07,0.07,1721743314146
0.42,-2.36,8.62,-0.21,-0.16,0.11,1721743314156
1.95,-1.73,14.11,-0.27,0.08,-0.09,1721743314166
0.53,1.49,11.99,-0.01,-0.27,-0.11,1721743314176
-0.35,-0.53,4.36,-0.15,-0.06,-0.09,1721743314186
-1.26,1.99,13.66,-0.22,0.02,-0.12,1721743314196
1.0,-2.03,15.29,-0.14,-0.13,-0.09,1721743314206
-0.85,3.63,15.8,-0.13,-0.09,-0.13,1721743314216
-0.26,10.81,12.82,0.05,-0.06,-0.05,1721743314226
0.86,-0.2,8.04,-0.08,-0.06,-0.06,1721743314236
-0.57,-4.8,10.59,-0.15,0.01,-0.24,1721743314245
-2.12,4.33,9.89,0.12,-0.1,-0.19,1721743314255
0.9,-0.31,5.67,0.05,-0.05,0.11,1721743314265
1.68,-2.17,13.19,-0.02,0.03,0.03,1721743314275
2.21,4.8,11.43,0.27,-0.11,-0.2,1721743314285
1.7,0.69,7.29,0.07,-0.01,-0.36,1721743314295
-2.41,0.4,10.18,0.08,-0.07,-0.44,1721743314305
-2.16,-3.03,9.89,0.06,0.07,-0.3,1721743314315
-2.63,2.66,12.97,0.12,0.07,-0.1,1721743314325
-0.1,-0.33,9.08,0.08,-0.06,-0.08,1721743314335
-0.58,5.26,11.52,0.07,0.02,-0.3,1721743314345
1.41,-3.87,12.25,0.02,-0.0,-0.31,1721743314355
-0.55,-3.92,10.47,0.09,-0.08,-0.15,1721743314365
0.58,4.46,9.62,0.28,0.15,-0.14,1721743314375
1.28,1.64,5.64,0.1,0.03,-0.18,1721743314385
-1.26,-2.05,4.37,0.0,-0.02,-0.23,1721743314395
0.27,-5.01,12.14,-0.13,0.27,-0.4,1721743314405
-1.96,2.17,22.23,0.05,0.0,-0.18,1721743314415
-2.2,7.76,14.6,0.21,0.02,-0.11,1721743314425
0.74,-2.6,5.73,0.0,0.09,-0.05,1721743314435
1.67,-1.08,19.53,-0.09,0.37,-0.11,1721743314445
-0.42,4.55,8.96,0.37,-0.2,-0.38,1721743314455
-2.81,-2.71,2.09,0.11,0.21,-0.61,1721743314465
-2.86,6.9,14.1,0.3,0.19,0.27,1721743314480
0.37,10.78,9.75,0.41,0.13,0.41,1721743314485
5.4,-4.9,3.94,0.0,0.19,-0.06,1721743314495
1.95,-5.32,17.14,0.01,0.17,-0.58,1721743314505
-1.51,0.83,9.45,0.3,-0.08,-0.42,1721743314515
-2.97,5.75,7.87,0.14,0.33,-0.23,1721743314525
-2.43,8.1,15.29,0.31,0.09,-0.12,1721743314535
0.04,0.62,6.11,0.22,0.0,-0.04,1721743314545
1.33,-0.51,3.82,0.02,0.23,-0.07,1721743314554
4.64,-4.4,12.07,-0.2,0.32,-0.32,1721743314564
-0.91,4.68,18.21,0.2,0.02,-0.59,1721743314574
-1.76,2.65,0.79,0.39,0.0,-0.5,1721743314584
-3.69,2.03,0.89,-0.1,0.27,-0.26,1721743314594
-1.93,-3.17,14.83,-0.38,0.3,0.03,1721743314604
1.64,-4.24,21.96,-0.25,0.3,-0.09,1721743314614
0.7,2.97,7.66,0.2,-0.12,-0.35,1721743314624
0.67,-2.54,-0.23,-0.27,0.33,-0.59,1721743314634
-5.52,0.41,15.49,-0.22,0.15,-0.43,1721743314644
-2.79,1.98,9.74,0.12,0.14,-0.02,1721743314654
0.41,-5.78,4.95,-0.42,0.22,0.04,1721743314664
-1.31,-2.97,25.41,-0.4,0.38,-0.23,1721743314674
-0.13,2.39,9.27,0.25,-0.2,-0.13,1721743314684
-0.2,0.75,-10.71,-0.14,0.26,-0.17,1721743314694
-1.24,-6.45,1.59,-0.41,0.29,-0.23,1721743314704
-2.93,-0.34,14.96,-0.17,0.13,-0.17,1721743314714
-2.76,2.43,19.04,-0.26,0.28,-0.14,1721743314724
-1.75,-1.69,17.55,-0.27,0.07,0.01,1721743314734
1.0,4.25,11.95,-0.3,0.2,0.08,1721743314744
3.8,3.64,9.05,-0.33,0.17,-0.01,1721743314754
1.18,-2.89,7.89,-0.29,0.03,-0.4,1721743314764
-2.63,-1.78,16.84,-0.23,0.23,-0.59,1721743314774
-6.63,3.27,16.66,-0.07,-0.04,-0.24,1721743314784
-4.84,2.88,11.46,-0.13,0.27,0.29,1721743314794
0.96,2.12,12.69,-0.1,0.31,0.45,1721743314804
2.29,3.32,12.62,0.07,0.13,0.19,1721743314814
3.28,1.0,9.94,0.22,0.09,-0.2,1721743314824
0.46,0.17,11.22,0.27,0.06,-0.31,1721743314834
-3.15,5.25,11.85,0.37,0.09,-0.14,1721743314844
-3.26,2.16,8.97,0.31,0.12,0.06,1721743314854
-1.9,2.15,9.91,0.35,0.21,0.17,1721743314864
-0.57,-3.04,7.58,0.33,0.12,0.17,1721743314874
-0.7,5.67,9.16,0.39,0.2,0.07,1721743314884
-0.36,1.58,6.99,0.2,0.03,0.01,1721743314894
-2.56,2.5,10.26,0.08,0.16,0.01,1721743314903
-0.82,-2.44,10.42,0.11,0.07,0.17,1721743314913
-0.72,-5.16,7.54,-0.0,0.08,0.19,1721743314923
0.47,-0.08,14.34,-0.05,0.18,0.03,1721743314933
-0.29,-0.53,13.83,0.08,-0.02,-0.05,1721743314943
-2.8,2.79,3.76,0.19,-0.11,-0.05,1721743314953
-1.32,-3.75,3.89,-0.11,0.16,0.04,1721743314962
-2.19,-1.08,18.79,-0.07,0.13,0.14,1721743314972
0.55,4.0,10.59,0.29,-0.1,0.12,1721743314982
0.35,3.95,1.61,-0.01,0.0,-0.03,1721743314992
-1.44,-1.29,10.58,-0.19,0.05,-0.01,1721743315002
-1.48,-5.09,11.68,-0.1,-0.11,0.17,1721743315012
0.79,0.85,10.23,-0.05,0.09,0.23,1721743315022
2.5,1.39,11.81,-0.15,0.02,0.11,1721743315032
1.05,5.04,15.31,-0.03,-0.06,0.02,1721743315042
2.01,1.73,7.2,-0.02,-0.09,-0.07,1721743315052
1.25,-1.92,7.11,-0.21,0.06,-0.07,1721743315062
-0.79,3.1,14.07,-0.06,0.07,-0.09,1721743315072
-1.1,-0.53,9.99,-0.1,-0.06,-0.01,1721743315082
-2.35,0.28,12.61,-0.05,0.12,0.05,1721743315092
-0.62,-0.15,10.1,-0.02,-0.04,0.13,1721743315102
-0.25,3.31,14.84,-0.06,0.02,0.2,1721743315112
1.71,5.02,12.57,0.11,-0.07,0.09,1721743315122
0.96,3.63,6.5,0.13,-0.07,-0.05,1721743315132
-0.23,-0.0,9.67,0.07,0.11,-0.11,1721743315142
-2.8,0.46,8.35,0.13,-0.09,0.07,1721743315152
-2.13,1.84,6.98,0.06,0.15,0.14,1721743315162
-0.59,-1.97,9.71,-0.07,-0.05,0.26,1721743315172
-0.51,0.88,15.79,-0.01,0.13,0.15,1721743315182
1.41,3.51,11.49,0.11,-0.08,-0.05,1721743315192
-0.75,-0.29,5.93,-0.08,-0.15,-0.18,1721743315202
-1.85,-0.62,12.72,-0.1,0.16,-0.09,1721743315212
-1.34,-0.09,11.96,-0.0,-0.12,0.13,1721743315222
-1.6,-0.3,7.39,-0.0,-0.08,0.21,1721743315232
0.98,-1.32,8.51,-0.05,0.1,0.08,1721743315242
0.73,-2.33,10.25,-0.15,-0.09,-0.11,1721743315252
-2.47,0.08,14.37,-0.14,0.03,-0.23,1721743315262
-2.69,0.63,8.21,0.05,-0.19,-0.01,1721743315272
-0.87,0.19,7.63,-0.12,0.12,0.18,1721743315282
0.49,1.78,10.55,0.02,-0.13,0.28,1721743315292
3.6,-1.59,7.85,-0.08,0.13,0.0,1721743315302
1.51,-0.06,12.28,-0.05,-0.08,-0.14,1721743315312
-1.96,4.49,11.94,-0.03,-0.06,-0.11,1721743315322
-1.84,3.68,9.25,-0.12,0.01,-0.09,1721743315332
-1.43,-0.94,9.19,-0.19,-0.09,0.07,1721743315342
0.77,-2.39,9.93,-0.22,0.05,0.14,1721743315352
0.73,-1.81,11.26,-0.17,0.0,0.03,1721743315362
-0.23,1.96,14.03,-0.08,0.06,-0.06,1721743315372
-0.37,-0.87,9.66,-0.0,-0.12,0.07,1721743315382
-0.69,2.24,9.2,0.01,0.01,0.05,1721743315392
2.06,0.34,13.71,0.0,0.08,0.01,1721743315402
-0.13,1.49,12.75,0.06,-0.14,-0.08,1721743315412
-0.28,5.52,13.29,0.12,0.07,-0.13,1721743315422
0.07,-1.02,10.14,0.16,-0.1,-0.06,1721743315432
-1.0,2.27,8.84,0.26,0.12,-0.01,1721743315442
0.84,3.64,6.46,0.34,0.08,-0.1,1721743315452
-1.06,2.98,5.6,0.28,-0.03,-0.07,1721743315462
-0.13,-3.5,6.58,0.18,0.12,-0.06,1721743315472
-0.36,-1.92,9.79,0.14,0.01,-0.08,1721743315482
-1.06,1.62,14.13,0.06,-0.03,0.08,1721743315492
0.86,1.75,14.67,-0.0,0.07,0.12,1721743315502
1.03,-1.22,12.38,-0.01,-0.02,-0.11,1721743315512
0.08,-1.99,12.85,0.05,0.08,-0.22,1721743315522
-1.87,4.82,13.32,0.18,0.02,-0.01,1721743315532
-0.97,2.26,8.93,0.09,0.08,0.0,1721743315542
-0.68,-1.9,5.6,0.16,-0.07,0.04,1721743315552
1.93,-1.39,8.99,0.06,0.23,0.0,1721743315562
0.76,4.22,12.04,0.13,-0.03,-0.01,1721743315572
-0.76,1.2,9.43,0.11,0.03,-0.16,1721743315582
-1.55,-1.54,7.09,0.06,0.02,-0.0,1721743315592
-2.01,-1.21,7.41,-0.04,0.11,0.18,1721743315601
0.25,-0.23,11.32,-0.01,0.13,0.11,1721743315610
-0.51,1.24,8.45,0.05,-0.06,-0.09,1721743315620
-1.33,1.46,7.28,-0.04,0.05,-0.04,1721743315630
0.23,-3.33,14.75,-0.16,0.21,0.01,1721743315640
-0.58,0.82,18.63,0.06,-0.02,-0.02,1721743315650
-0.05,4.14,6.53,0.05,-0.04,-0.0,1721743315660
1.02,4.93,7.1,-0.16,0.23,-0.04,1721743315670
1.9,-4.74,12.41,-0.25,0.06,-0.2,1721743315680
-2.02,-0.16,15.29,-0.02,-0.03,-0.32,1721743315690
-0.86,4.98,8.25,0.07,0.13,-0.14,1721743315700
-0.8,1.62,5.74,-0.23,0.02,0.08,1721743315710
1.07,-4.05,14.61,-0.21,0.24,-0.06,1721743315720
1.67,-1.51,12.51,0.02,-0.03,-0.2,1721743315730
-1.03,1.19,4.51,-0.02,-0.03,-0.17,1721743315740
-1.56,1.41,10.05,-0.1,0.27,-0.26,1721743315750
-2.48,5.98,15.5,0.05,-0.11,-0.12,1721743315760
-1.98,-1.27,8.49,-0.05,-0.02,-0.0,1721743315770
-0.28,-8.39,10.18,-0.27,0.09,0.03,1721743315780
0.85,2.79,17.83,-0.03,0.2,-0.12,1721743315790
0.56,1.38,7.4,0.02,-0.24,-0.11,1721743315800
-1.89,3.95,7.21,-0.0,0.25,-0.26,1721743315810
-0.64,-1.93,8.32,0.02,-0.03,-0.1,1721743315820
-3.02,-0.02,6.57,-0.04,0.02,0.04,1721743315830
1.45,0.74,10.39,-0.08,0.3,0.07,1721743315840
1.07,0.95,12.36,-0.13,-0.04,-0.08,1721743315850
-1.53,-3.37,9.26,-0.15,-0.01,-0.23,1721743315860
-0.79,-0.6,14.06,-0.1,0.17,-0.07,1721743315870
0.6,-1.57,12.56,-0.15,-0.07,0.14,1721743315880
1.43,5.74,18.01,-0.17,0.32,-0.06,1721743315890
1.02,4.63,12.56,0.06,-0.13,-0.22,1721743315900
-2.86,2.37,2.36,0.1,0.07,-0.2,1721743315910
-2.7,1.78,8.94,0.08,0.29,-0.05,1721743315920
-1.41,-1.62,7.31,0.21,-0.08,0.19,1721743315930
0.94,-3.51,8.9,0.05,0.25,0.04,1721743315940
0.11,8.37,18.35,0.2,0.12,-0.03,1721743315950
-0.77,9.0,8.21,0.22,-0.1,-0.02,1721743315960
-0.35,-3.62,5.47,0.0,0.14,-0.1,1721743315970
0.13,-2.72,10.72,0.14,0.1,-0.11,1721743315980
0.27,-3.5,6.47,0.24,-0.02,-0.04,1721743315990
-2.57,-0.69,7.1,0.31,0.12,-0.1,1721743316000
-2.74,2.22,12.29,0.31,0.26,-0.06,1721743316010
-2.45,18.67,17.08,0.31,0.04,0.04,1721743316020
0.6,4.03,5.88,-0.11,-0.09,0.05,1721743316030
1.38,-20.0,9.2,-0.41,0.17,-0.25,1721743316040
-1.12,-3.55,16.02,0.26,-0.06,-0.22,1721743316050
-2.38,3.21,0.94,0.39,0.04,-0.0,1721743316060
-1.52,-1.09,9.91,0.14,0.21,0.09,1721743316070
-1.25,2.14,13.31,0.25,0.0,0.24,1721743316080
2.11,5.15,8.73,0.2,0.16,0.21,1721743316090
3.29,-4.36,10.57,-0.12,0.1,-0.15,1721743316100
-0.84,3.92,15.77,0.13,-0.06,-0.42,1721743316110
-2.2,3.37,5.34,0.34,-0.07,-0.21,1721743316120
-3.35,-5.97,1.05,-0.02,0.06,-0.01,1721743316130
-4.17,-3.19,19.74,-0.23,0.26,0.11,1721743316140
-2.74,8.38,21.44,0.11,-0.06,0.19,1721743316150
0.21,-3.41,4.99,-0.06,-0.08,0.09,1721743316160
-0.35,-5.4,7.96,-0.18,0.01,0.08,1721743316170
-0.73,5.68,7.8,0.15,-0.1,0.14,1721743316180
2.94,3.56,3.63,0.05,0.11,0.07,1721743316190
1.25,-5.8,7.24,-0.14,-0.11,0.05,1721743316200
0.22,-6.93,22.62,-0.21,0.3,-0.16,1721743316210
-1.42,6.28,24.11,0.22,-0.13,-0.1,1721743316220
-1.51,10.31,0.13,0.21,-0.1,-0.02,1721743316230
-0.85,-1.85,3.68,-0.22,0.11,0.05,1721743316240
-0.97,2.52,12.49,0.12,-0.05,0.21,1721743316250
4.02,-1.09,1.18,0.08,0.06,0.14,1721743316260
2.21,-2.69,6.34,-0.17,0.1,-0.19,1721743316270
-2.12,-1.02,14.62,-0.06,-0.04,-0.26,1721743316280
-4.42,4.45,11.43,0.03,0.04,0.08,1721743316290
-1.87,0.46,8.35,-0.13,0.07,0.34,1721743316299
-1.07,-0.22,9.03,-0.14,0.03,0.25,1721743316308
1.94,-0.54,12.37,-0.19,0.07,0.06,1721743316318
0.09,-4.3,18.89,-0.38,-0.08,-0.1,1721743316328
-2.24,2.26,22.86,0.03,-0.05,-0.18,1721743316338
-1.84,3.97,5.3,0.08,-0.22,0.07,1721743316348
-2.01,2.2,7.62,-0.18,0.17,0.2,1721743316358
-0.03,-1.98,11.69,-0.08,-0.09,0.19,1721743316368
-0.69,2.19,6.89,0.07,-0.11,0.09,1721743316378
-0.41,1.46,2.84,0.02,-0.08,0.09,1721743316388
-0.39,-2.44,9.75,-0.15,0.08,0.1,1721743316398
-0.66,-0.55,16.08,-0.03,-0.12,0.13,1721743316408
-0.27,1.87,9.67,0.02,-0.1,0.02,1721743316418
-1.19,-0.55,10.62,-0.11,-0.07,0.09,1721743316428
-0.7,1.77,15.15,-0.11,0.06,0.06,1721743316438
-0.21,0.2,5.69,-0.02,-0.38,0.18,1721743316448
1.1,0.51,8.18,-0.25,0.22,0.12,1721743316458
0.18,1.75,12.75,-0.15,-0.21,-0.02,1721743316468
-2.56,-0.86,9.94,-0.16,-0.18,-0.04,1721743316483
-2.51,-1.21,10.72,-0.16,-0.1,-0.01,1721743316488
-1.9,-3.93,10.07,-0.18,-0.09,0.23,1721743316498
-0.4,1.64,13.66,-0.06,0.04,0.16,1721743316508
2.26,1.1,8.62,0.01,-0.27,0.19,1721743316518
1.61,4.7,9.27,0.0,0.03,0.11,1721743316527
2.85,-0.51,12.93,-0.1,-0.11,0.01,1721743316537
-1.29,-3.15,10.98,-0.07,-0.25,-0.1,1721743316547
-1.07,4.31,9.4,0.1,0.11,-0.2,1721743316557
-1.52,3.4,7.91,0.1,-0.28,0.12,1721743316567
-0.17,-4.24,3.95,-0.08,0.01,0.3,1721743316577
3.47,1.87,12.59,0.08,0.14,0.06,1721743316587
3.14,-3.54,9.7,0.03,-0.27,-0.14,1721743316596
-2.54,-1.24,11.62,-0.05,-0.07,-0.21,1721743316606
-1.87,3.26,14.37,0.11,0.04,0.08,1721743316616
1.26,1.21,10.81,0.04,-0.03,0.21,1721743316626
0.79,-1.49,10.08,0.01,-0.18,0.1,1721743316636
3.62,2.43,14.78,-0.01,0.21,-0.2,1721743316646
1.57,1.35,14.81,0.01,-0.17,-0.37,1721743316656
-3.31,0.76,9.04,0.08,-0.14,-0.19,1721743316666
-0.77,-0.8,8.99,0.09,0.2,-0.02,1721743316676
-0.44,0.91,11.0,0.1,-0.1,0.15,1721743316686
1.7,1.21,7.58,0.1,0.08,0.01,1721743316696
2.52,0.17,11.04,0.0,0.11,-0.26,1721743316706
-1.85,1.24,12.47,0.16,-0.12,-0.39,1721743316716
-2.25,-2.39,11.13,0.04,0.01,-0.06,1721743316726
-1.11,2.92,10.86,0.18,0.09,0.11,1721743316736
2.93,-0.73,10.34,0.15,0.12,-0.17,1721743316746
-1.66,5.1,10.33,0.34,-0.13,-0.31,1721743316756
-0.2,-1.78,8.33,0.17,0.25,-0.31,1721743316766
-4.09,1.06,12.23,0.2,-0.06,-0.17,1721743316776
-1.39,1.21,5.14,0.22,0.11,0.11,1721743316786
1.7,-1.8,7.86,-0.06,0.21,0.11,1721743316796
1.72,5.62,14.81,0.19,0.15,-0.25,1721743316806
1.65,-1.98,7.68,0.09,-0.05,-0.41,1721743316816
-3.55,1.0,8.42,0.1,0.05,-0.2,1721743316826
0.59,-0.95,13.23,-0.0,0.39,-0.19,1721743316836
-2.24,1.46,14.44,0.11,-0.19,-0.02,1721743316846
0.34,2.23,8.94,0.13,0.24,-0.08,1721743316856
1.35,-1.4,8.86,-0.01,0.1,-0.25,1721743316866
-2.8,4.95,13.97,0.11,0.02,-0.35,1721743316876
-1.3,1.71,9.69,0.07,0.07,-0.22,1721743316886
-1.47,-1.54,5.01,-0.01,-0.03,-0.05,1721743316896
1.64,-2.02,11.34,-0.1,0.3,-0.16,1721743316906
0.52,-0.33,12.36,0.09,-0.11,-0.1,1721743316916
0.11,0.11,6.76,0.06,0.18,-0.17,1721743316926
-0.54,2.06,9.91,0.01,0.12,-0.18,1721743316936
-1.6,3.69,10.0,0.09,0.02,-0.19,1721743316946
-1.12,0.45,6.87,-0.01,0.07,-0.13,1721743316956
-0.09,-2.28,9.45,-0.13,0.19,-0.16,1721743316966
0.59,-5.01,10.87,-0.12,0.11,-0.19,1721743316976
-2.49,3.2,10.25,0.05,-0.01,-0.17,1721743316986
0.53,-2.24,8.38,-0.18,0.26,-0.17,1721743316996
-1.13,-0.96,13.12,-0.06,0.03,-0.01,1721743317006
0.75,3.43,9.23,-0.01,0.2,0.02,1721743317016
1.14,3.95,9.05,-0.23,0.15,-0.2,1721743317026
-0.37,1.21,13.55,-0.2,0.07,-0.4,1721743317036
-1.46,-1.32,7.93,-0.15,0.04,-0.24,1721743317046
-1.67,-2.88,10.45,-0.36,0.27,-0.04,1721743317056
-0.3,-0.78,14.8,-0.24,0.17,-0.09,1721743317066
-0.32,-1.57,12.36,-0.13,0.02,-0.12,1721743317075
0.2,1.89,10.92,-0.04,0.23,-0.08,1721743317085
-1.29,9.25,9.34,0.14,0.13,-0.25,1721743317095
-3.07,8.78,8.4,0.09,0.06,-0.19,1721743317105
-0.56,-0.06,9.69,-0.13,0.17,0.0,1721743317115
0.86,-7.39,8.63,-0.14,0.12,0.05,1721743317125
0.24,-4.38,10.76,-0.11,0.24,-0.12,1721743317134
-1.22,-2.8,12.16,-0.08,0.05,-0.13,1721743317144
-2.55,2.12,11.11,0.11,0.19,-0.1,1721743317154
-2.09,2.29,9.03,0.11,0.06,0.04,1721743317164
-2.38,5.59,10.19,0.09,0.12,0.18,1721743317174
1.85,2.43,12.13,-0.0,0.27,0.1,1721743317184
0.07,-4.83,9.9,-0.16,-0.05,-0.07,1721743317193
-1.06,-7.04,10.84,-0.05,0.24,-0.12,1721743317203
-1.56,-2.64,16.09,0.03,0.14,-0.08,1721743317213
-4.83,12.84,13.3,0.3,-0.07,0.09,1721743317223
-0.17,-1.39,8.77,-0.11,0.1,0.16,1721743317233
-0.55,-9.61,11.75,-0.18,-0.03,0.16,1721743317243
0.58,4.6,11.66,0.14,0.22,0.16,1721743317253
0.82,3.95,1.33,0.11,-0.17,0.03,1721743317263
-2.74,-6.03,5.64,-0.22,0.06,-0.11,1721743317273
-2.21,-3.86,21.69,-0.17,0.21,0.16,1721743317283
-0.7,3.72,23.77,-0.03,0.09,0.23,1721743317293
0.49,3.42,12.26,0.03,-0.14,0.12,1721743317303
1.48,2.02,9.5,-0.08,0.12,-0.02,1721743317313
-1.25,9.14,10.11,0.27,-0.12,0.03,1721743317323
-1.02,1.09,-1.77,0.31,-0.09,0.01,1721743317333
-1.86,-10.49,1.23,-0.09,-0.0,0.11,1721743317343
-2.04,0.19,16.63,0.01,0.14,0.26,1721743317353
1.1,7.52,15.98,0.12,0.06,0.27,1721743317363
2.63,5.21,10.13,0.2,-0.03,0.11,1721743317373
2.01,-0.56,3.45,0.14,-0.19,-0.01,1721743317383
2.68,2.92,3.54,0.03,0.11,-0.09,1721743317393
1.87,-8.33,13.64,-0.38,0.12,-0.15,1721743317403
-2.2,-1.09,25.75,0.2,0.03,-0.09,1721743317413
-0.4,5.07,2.95,0.57,-0.19,0.07,1721743317423
-0.75,3.21,1.23,-0.17,0.28,0.04,1721743317433
-3.22,1.24,19.14,-0.04,-0.04,0.03,1721743317443
-1.24,-0.18,12.06,0.12,-0.03,-0.01,1721743317453
-3.53,5.46,10.76,0.03,-0.07,0.02,1721743317463
-2.27,1.22,7.49,-0.1,-0.04,0.13,1721743317473
-1.68,-2.58,13.0,-0.25,0.02,0.17,1721743317483
0.66,-4.75,8.83,-0.06,-0.12,0.2,1721743317493
2.0,-3.44,8.86,-0.26,0.11,0.15,1721743317503
0.15,8.16,18.84,0.06,-0.03,0.06,1721743317513
1.44,5.51,6.91,0.11,-0.2,-0.03,1721743317522
-0.08,1.23,0.73,-0.11,0.01,-0.1,1721743317532
0.03,-3.41,13.25,-0.27,0.18,-0.2,1721743317542
-2.54,-3.06,14.02,0.01,-0.28,-0.14,1721743317552
-3.01,3.55,8.55,0.11,0.11,-0.02,1721743317562
-1.3,3.01,5.51,-0.03,-0.08,0.2,1721743317571
0.3,-3.86,10.19,-0.28,0.19,0.15,1721743317581
0.01,-3.18,12.96,-0.05,-0.15,-0.03,1721743317590
-1.11,0.47,1.89,0.05,-0.1,-0.15,1721743317600
-2.25,-2.4,7.91,-0.19,0.09,0.04,1721743317610
-2.17,5.08,16.53,0.04,-0.02,0.22,1721743317620
1.61,4.83,9.0,-0.15,-0.03,0.08,1721743317630
1.24,-3.02,10.55,-0.57,0.04,-0.1,1721743317640
-2.15,-7.69,22.05,-0.5,-0.0,-0.18,1721743317650
-4.29,1.57,18.32,-0.16,-0.25,0.06,1721743317660
-1.4,8.76,9.14,0.03,-0.1,0.5,1721743317670
5.46,3.66,2.32,0.03,0.21,0.47,1721743317680
4.26,-5.68,6.25,-0.16,-0.05,-0.01,1721743317690
-0.71,9.88,17.22,0.14,-0.01,-0.3,1721743317700
-1.26,6.39,8.48,0.19,-0.22,-0.08,1721743317710
-1.45,0.13,4.58,0.06,0.09,0.02,1721743317720
-0.11,-2.1,10.53,0.09,0.06,0.09,1721743317730
-0.73,0.85,11.6,0.12,-0.09,0.1,1721743317740
0.52,4.94,13.29,0.08,0.1,0.1,1721743317750
2.49,0.87,11.27,0.12,-0.12,0.17,1721743317760
1.76,-1.53,3.51,0.11,-0.04,0.03,1721743317770
2.2,3.43,6.95,0.15,0.19,-0.3,1721743317780
-1.42,-4.71,8.05,0.02,-0.23,-0.18,1721743317790
-4.48,-0.08,16.43,0.0,0.27,-0.03,1721743317800
0.54,0.67,20.28,0.12,0.11,0.19,1721743317810
-0.97,5.63,15.99,0.13,-0.11,0.16,1721743317820
0.96,0.76,7.18,0.08,0.0,0.04,1721743317830
1.19,0.55,4.14,0.11,0.06,-0.16,1721743317840
1.0,-6.5,11.84,-0.01,0.11,-0.21,1721743317850
-2.79,4.33,11.85,0.34,-0.14,-0.05,1721743317860
2.94,3.18,2.52,0.22,0.19,0.08,1721743317870
1.63,-2.53,4.78,-0.12,0.01,0.0,1721743317880
-0.54,-4.67,18.13,-0.17,0.26,-0.27,1721743317890
-3.82,1.72,16.39,0.23,-0.12,-0.28,1721743317900
-2.96,-0.76,4.19,0.15,-0.03,0.07,1721743317909
